pedido_id,data_emissao,cliente_id,razao_social,vendedor_id,vendedor,regiao,sku,descricao,categoria,fornecedor,quantidade,preco_unit,desconto_pct,valor_total,custo_total,margem_bruta_pct,forma_pagamento,prazo_dias,status
PED-108515,2025-05-05,AUR-0309,Patrícia Oliveira Comércio Elétrico Ltda,V003,Patricia Yoshida,SP-Capital,QDR-0023,Disjuntor Monopolar 10A Curva C Steck,Quadros e Disjuntores,Steck,3,17.87,0.13,53.54,33.6,37.24,Boleto,28,Faturado
PED-108515,2025-05-05,AUR-0309,Patrícia Oliveira Comércio Elétrico Ltda,V003,Patricia Yoshida,SP-Capital,LED-0011,Painel LED 60x60 48W 6500K,Iluminação LED,Importado-CN,14,120.92,2.7,1647.27,1424.27,13.54,Cartão,15,Faturado
PED-108516,2025-05-05,AUR-0169,Juliana Silva Comércio Elétrico Ltda,V005,João Bittencourt,Interior-SP,LED-0016,Refletor LED 100W IP65 Avant,Iluminação LED,Avant,19,166.74,3.96,3042.74,2491.53,18.12,PIX,28,Faturado
PED-108516,2025-05-05,AUR-0169,Juliana Silva Comércio Elétrico Ltda,V005,João Bittencourt,Interior-SP,INFRA-0031,"Eletroduto Flexível 3/4"" 50m Tigre",Automação e Infra,Tigre,4,115.38,1.36,455.27,313.6,31.12,Boleto,0,Faturado
PED-108516,2025-05-05,AUR-0169,Juliana Silva Comércio Elétrico Ltda,V005,João Bittencourt,Interior-SP,CABO-0007,"Fio Sólido 1,5mm² 100m Prysmian",Cabos e Fios,Prysmian,2,133.22,2.73,259.16,176.4,31.93,Cartão,30,Faturado
PED-108516,2025-05-05,AUR-0169,Juliana Silva Comércio Elétrico Ltda,V005,João Bittencourt,Interior-SP,INFRA-0036,Interruptor Simples Tramontina Linha Lux,Automação e Infra,Tramontina,7,16.68,3.52,112.66,68.6,39.11,Boleto,30,Faturado
PED-108516,2025-05-05,AUR-0169,Juliana Silva Comércio Elétrico Ltda,V005,João Bittencourt,Interior-SP,QDR-0030,Contator Tripolar 25A WEG,Quadros e Disjuntores,WEG,14,280.43,3.04,3806.75,2578.8,32.26,Boleto,0,Faturado
PED-108516,2025-05-05,AUR-0169,Juliana Silva Comércio Elétrico Ltda,V005,João Bittencourt,Interior-SP,CABO-0002,"Cabo Flex 4,0mm² 100m Prysmian",Cabos e Fios,Prysmian,2,477.91,3.26,924.66,625.0,32.41,Boleto,30,Faturado
PED-108517,2025-05-05,AUR-0234,Marcos Costa Construções Ltda,V004,Roberto Almeida,SP-Capital,QDR-0022,Quadro Distribuição 12DIN Steck,Quadros e Disjuntores,Steck,10,130.48,5.24,1236.41,882.0,28.66,PIX,60,Faturado
PED-108517,2025-05-05,AUR-0234,Marcos Costa Construções Ltda,V004,Roberto Almeida,SP-Capital,LED-0020,Plafon LED 24W 6500K,Iluminação LED,Importado-CN,8,67.29,3.55,519.18,399.47,23.06,PIX,45,Faturado
PED-108517,2025-05-05,AUR-0234,Marcos Costa Construções Ltda,V004,Roberto Almeida,SP-Capital,INFRA-0039,Câmera IP Bullet 2MP Intelbras,Automação e Infra,Intelbras,10,503.49,5.71,4747.22,3120.0,34.28,Boleto,45,Faturado
PED-108517,2025-05-05,AUR-0234,Marcos Costa Construções Ltda,V004,Roberto Almeida,SP-Capital,QDR-0027,DR Bipolar 30mA 25A Schneider,Quadros e Disjuntores,Schneider,6,210.6,3.83,1215.19,853.2,29.79,Boleto,60,Faturado
PED-108518,2025-05-06,AUR-0062,Ricardo Fernandes Instaladora Ltda,V008,Luana Prado,Sul-MG,LED-0015,Refletor LED 50W IP65 Avant,Iluminação LED,Avant,13,92.48,4.31,1150.37,973.7,15.36,Boleto,45,Faturado
PED-108518,2025-05-06,AUR-0062,Ricardo Fernandes Instaladora Ltda,V008,Luana Prado,Sul-MG,INFRA-0038,Sensor de Presença Bivolt Intelbras,Automação e Infra,Intelbras,2,114.57,2.93,222.42,156.0,29.86,PIX,45,Faturado
PED-108518,2025-05-06,AUR-0062,Ricardo Fernandes Instaladora Ltda,V008,Luana Prado,Sul-MG,LED-0013,Lâmpada LED Bulbo 9W E27 Empalux,Iluminação LED,Empalux,16,15.13,3.92,232.55,145.6,37.39,Boleto,45,Faturado
PED-108519,2025-05-06,AUR-0342,Roberto Rodrigues Instaladora Ltda,V002,Marcos Tavares,SP-Capital,QDR-0027,DR Bipolar 30mA 25A Schneider,Quadros e Disjuntores,Schneider,10,210.95,0.48,1154.66,782.1,32.27,Boleto,28,Faturado
PED-108519,2025-05-06,AUR-0342,Roberto Rodrigues Instaladora Ltda,V002,Marcos Tavares,SP-Capital,INFRA-0033,Caixa de Passagem 200x200x100 PVC,Automação e Infra,Tramontina,11,76.67,2.53,452.13,291.61,35.5,Boleto,30,Faturado
PED-108519,2025-05-06,AUR-0342,Roberto Rodrigues Instaladora Ltda,V002,Marcos Tavares,SP-Capital,QDR-0026,Disjuntor Tripolar 63A Curva C Schneider,Quadros e Disjuntores,Schneider,1,191.9,2.76,102.63,68.2,33.55,Cartão,28,Faturado
PED-108520,2025-05-06,AUR-0357,Juliana Costa Instaladora Ltda,V001,Carla Mendes,SP-Capital,CABO-0003,"Cabo Flex 6,0mm² 100m Prysmian",Cabos e Fios,Prysmian,2,665.7,0.43,1325.65,976.4,26.35,Boleto,30,Faturado
PED-108520,2025-05-06,AUR-0357,Juliana Costa Instaladora Ltda,V001,Carla Mendes,SP-Capital,QDR-0022,Quadro Distribuição 12DIN Steck,Quadros e Disjuntores,Steck,18,124.71,0.93,2223.87,1587.6,28.61,PIX,0,Faturado
PED-108520,2025-05-06,AUR-0357,Juliana Costa Instaladora Ltda,V001,Carla Mendes,SP-Capital,CABO-0002,"Cabo Flex 4,0mm² 100m Prysmian",Cabos e Fios,Prysmian,1,465.41,3.78,447.82,312.5,30.22,Boleto,15,Faturado
PED-108521,2025-05-06,AUR-0031,InfraOne ME,V003,Patricia Yoshida,SP-Capital,LED-0017,Spot LED 5W Embutir Empalux,Iluminação LED,Empalux,14,13.58,1.4,187.52,140.47,25.09,Cartão,30,Faturado
PED-108522,2025-05-06,AUR-0107,Fernando Oliveira Engenharia Ltda,V003,Patricia Yoshida,SP-Capital,CABO-0006,Cabo Coaxial RG6 100m Furukawa,Cabos e Fios,Furukawa,3,258.87,2.14,760.02,534.0,29.74,Boleto,45,Faturado
PED-108522,2025-05-06,AUR-0107,Fernando Oliveira Engenharia Ltda,V003,Patricia Yoshida,SP-Capital,LED-0014,Lâmpada LED Bulbo 12W E27 Empalux,Iluminação LED,Empalux,5,19.0,3.15,92.0,54.83,40.4,Boleto,45,Faturado
PED-108522,2025-05-06,AUR-0107,Fernando Oliveira Engenharia Ltda,V003,Patricia Yoshida,SP-Capital,CABO-0001,"Cabo Flex 2,5mm² 100m Prysmian",Cabos e Fios,Prysmian,4,267.63,2.04,1048.69,793.6,24.32,Boleto,60,Faturado
PED-108523,2025-05-06,AUR-0323,Ricardo Oliveira Instaladora Ltda,V005,João Bittencourt,Interior-SP,QDR-0027,DR Bipolar 30mA 25A Schneider,Quadros e Disjuntores,Schneider,1,220.38,2.81,214.19,142.2,33.61,Boleto,28,Faturado
PED-108524,2025-05-06,AUR-0248,Fernando Oliveira Engenharia Ltda,V005,João Bittencourt,Interior-SP,QDR-0029,DPS Classe II 275V 20kA Clamper,Quadros e Disjuntores,Clamper,16,46.86,0.75,744.23,454.4,38.94,Boleto,28,Faturado
PED-108524,2025-05-06,AUR-0248,Fernando Oliveira Engenharia Ltda,V005,João Bittencourt,Interior-SP,LED-0011,Painel LED 60x60 48W 6500K,Iluminação LED,Importado-CN,10,112.9,1.62,1110.77,1017.33,8.41,Cartão,28,Faturado
PED-108524,2025-05-06,AUR-0248,Fernando Oliveira Engenharia Ltda,V005,João Bittencourt,Interior-SP,LED-0020,Plafon LED 24W 6500K,Iluminação LED,Importado-CN,12,72.32,0.33,864.95,599.2,30.72,Cartão,15,Faturado
PED-108525,2025-05-06,AUR-0328,Eduardo Pereira Engenharia Ltda,V008,Luana Prado,Sul-MG,CABO-0006,Cabo Coaxial RG6 100m Furukawa,Cabos e Fios,Furukawa,3,264.51,1.78,779.41,534.0,31.49,Cartão,15,Faturado
PED-108525,2025-05-06,AUR-0328,Eduardo Pereira Engenharia Ltda,V008,Luana Prado,Sul-MG,CABO-0006,Cabo Coaxial RG6 100m Furukawa,Cabos e Fios,Furukawa,3,270.44,2.24,793.16,534.0,32.67,Boleto,0,Faturado
PED-108525,2025-05-06,AUR-0328,Eduardo Pereira Engenharia Ltda,V008,Luana Prado,Sul-MG,QDR-0023,Disjuntor Monopolar 10A Curva C Steck,Quadros e Disjuntores,Steck,10,18.18,1.01,179.98,112.0,37.77,Boleto,0,Faturado
PED-108526,2025-05-06,AUR-0060,Eduardo Fernandes Engenharia Ltda,V004,Roberto Almeida,SP-Capital,LED-0012,Painel LED 30x60 24W 6500K,Iluminação LED,Importado-CN,17,69.97,2.21,1163.16,1039.27,10.65,Cartão,28,Faturado
PED-108526,2025-05-06,AUR-0060,Eduardo Fernandes Engenharia Ltda,V004,Roberto Almeida,SP-Capital,QDR-0022,Quadro Distribuição 12DIN Steck,Quadros e Disjuntores,Steck,7,131.47,3.68,886.42,617.4,30.35,Cartão,15,Faturado
PED-108526,2025-05-06,AUR-0060,Eduardo Fernandes Engenharia Ltda,V004,Roberto Almeida,SP-Capital,CABO-0010,Cabo Solar 6mm² 100m Solfio,Cabos e Fios,Solfio,2,530.93,3.45,1025.17,775.2,24.38,PIX,0,Faturado
PED-108526,2025-05-06,AUR-0060,Eduardo Fernandes Engenharia Ltda,V004,Roberto Almeida,SP-Capital,LED-0019,Luminária Pendente LED 24W,Iluminação LED,Importado-CN,9,135.64,2.53,1189.87,819.0,31.17,PIX,0,Faturado
PED-108526,2025-05-06,AUR-0060,Eduardo Fernandes Engenharia Ltda,V004,Roberto Almeida,SP-Capital,CABO-0002,"Cabo Flex 4,0mm² 100m Prysmian",Cabos e Fios,Prysmian,1,470.27,3.19,455.26,312.5,31.36,Boleto,0,Cancelado
PED-108526,2025-05-06,AUR-0060,Eduardo Fernandes Engenharia Ltda,V004,Roberto Almeida,SP-Capital,INFRA-0035,Tomada 2P+T 20A Branca Tramontina,Automação e Infra,Tramontina,20,19.13,3.42,369.54,244.0,33.97,Cartão,0,Faturado
PED-108527,2025-05-06,AUR-0097,Roberto Pereira Comércio Elétrico Ltda,V004,Roberto Almeida,SP-Capital,LED-0019,Luminária Pendente LED 24W,Iluminação LED,Importado-CN,6,139.0,2.11,816.42,546.0,33.12,Boleto,0,Faturado
PED-108527,2025-05-06,AUR-0097,Roberto Pereira Comércio Elétrico Ltda,V004,Roberto Almeida,SP-Capital,QDR-0024,Disjuntor Monopolar 25A Curva C Steck,Quadros e Disjuntores,Steck,15,18.95,1.53,279.97,177.0,36.78,Boleto,30,Faturado
PED-108528,2025-05-06,AUR-0315,Ricardo Silva Construções Ltda,V005,João Bittencourt,Interior-SP,CABO-0006,Cabo Coaxial RG6 100m Furukawa,Cabos e Fios,Furukawa,2,253.56,0.56,504.28,356.0,29.4,PIX,0,Faturado
PED-108529,2025-05-06,AUR-0057,Roberto Silva Construções Ltda,V002,Marcos Tavares,SP-Capital,QDR-0029,DPS Classe II 275V 20kA Clamper,Quadros e Disjuntores,Clamper,1,47.56,2.62,25.47,15.62,38.67,Boleto,15,Faturado
PED-108530,2025-05-06,AUR-0050,Vanessa Costa Materiais Elétricos Ltda,V005,João Bittencourt,Interior-SP,LED-0020,Plafon LED 24W 6500K,Iluminação LED,Importado-CN,3,68.13,2.58,199.12,149.8,24.77,PIX,0,Faturado
PED-108531,2025-05-06,AUR-0083,Eduardo Fernandes Construções Ltda,V003,Patricia Yoshida,SP-Capital,CABO-0007,"Fio Sólido 1,5mm² 100m Prysmian",Cabos e Fios,Prysmian,2,139.39,0.66,276.96,176.4,36.31,Cartão,15,Faturado
PED-108531,2025-05-06,AUR-0083,Eduardo Fernandes Construções Ltda,V003,Patricia Yoshida,SP-Capital,QDR-0022,Quadro Distribuição 12DIN Steck,Quadros e Disjuntores,Steck,6,132.27,3.86,762.99,529.2,30.64,PIX,28,Faturado
PED-108532,2025-05-06,AUR-0361,Fernando Santos Instaladora Ltda,V001,Carla Mendes,SP-Capital,QDR-0030,Contator Tripolar 25A WEG,Quadros e Disjuntores,WEG,5,281.72,5.65,1329.01,921.0,30.7,Boleto,60,Faturado
PED-108532,2025-05-06,AUR-0361,Fernando Santos Instaladora Ltda,V001,Carla Mendes,SP-Capital,LED-0018,Fita LED 5m IP65 12V Stella,Iluminação LED,Stella,17,66.94,2.25,1112.26,757.63,31.88,Boleto,45,Faturado
PED-108532,2025-05-06,AUR-0361,Fernando Santos Instaladora Ltda,V001,Carla Mendes,SP-Capital,CABO-0008,"Fio Sólido 2,5mm² 100m Prysmian",Cabos e Fios,Prysmian,4,213.89,3.18,828.38,568.0,31.43,Boleto,30,Faturado
PED-108533,2025-05-06,AUR-0011,Ricardo Costa Materiais Elétricos Ltda,V002,Marcos Tavares,SP-Capital,CABO-0007,"Fio Sólido 1,5mm² 100m Prysmian",Cabos e Fios,Prysmian,1,130.9,1.31,71.05,48.51,31.73,Cartão,30,Faturado
PED-108533,2025-05-06,AUR-0011,Ricardo Costa Materiais Elétricos Ltda,V002,Marcos Tavares,SP-Capital,INFRA-0034,Eletrocalha Lisa 100x50x3000 Cemar,Automação e Infra,Cemar,20,137.04,1.92,1478.46,972.4,34.23,Cartão,28,Faturado
PED-108533,2025-05-06,AUR-0011,Ricardo Costa Materiais Elétricos Ltda,V002,Marcos Tavares,SP-Capital,INFRA-0032,Eletroduto Rígido 25mm 3m Tigre,Automação e Infra,Tigre,16,40.43,1.27,351.27,218.24,37.87,Boleto,15,Faturado
PED-108534,2025-05-06,AUR-0001,Vipar Engenharia Ltda,V001,Carla Mendes,SP-Capital,CABO-0002,"Cabo Flex 4,0mm² 100m Prysmian",Cabos e Fios,Prysmian,38,448.8,6.35,15972.14,11875.0,25.65,Boleto,45,Faturado
PED-108534,2025-05-06,AUR-0001,Vipar Engenharia Ltda,V001,Carla Mendes,SP-Capital,LED-0015,Refletor LED 50W IP65 Avant,Iluminação LED,Avant,17,98.47,6.41,1566.68,1273.3,18.73,Boleto,60,Faturado
PED-108534,2025-05-06,AUR-0001,Vipar Engenharia Ltda,V001,Carla Mendes,SP-Capital,QDR-0021,Quadro Distribuição 24DIN Steck,Quadros e Disjuntores,Steck,196,195.4,8.61,34999.66,26362.0,24.68,Boleto,90,Faturado
PED-108535,2025-05-06,AUR-0362,Eduardo Almeida Instaladora Ltda,V003,Patricia Yoshida,SP-Capital,INFRA-0038,Sensor de Presença Bivolt Intelbras,Automação e Infra,Intelbras,8,115.07,1.78,904.19,624.0,30.99,PIX,28,Faturado
PED-108535,2025-05-06,AUR-0362,Eduardo Almeida Instaladora Ltda,V003,Patricia Yoshida,SP-Capital,CABO-0006,Cabo Coaxial RG6 100m Furukawa,Cabos e Fios,Furukawa,1,261.26,3.93,250.99,178.0,29.08,Cartão,28,Faturado
PED-108535,2025-05-06,AUR-0362,Eduardo Almeida Instaladora Ltda,V003,Patricia Yoshida,SP-Capital,LED-0011,Painel LED 60x60 48W 6500K,Iluminação LED,Importado-CN,2,122.47,1.06,242.34,203.47,16.04,Boleto,28,Faturado
PED-108536,2025-05-06,AUR-0003,Construbase S/A,V004,Roberto Almeida,SP-Capital,CABO-0009,Cabo de Rede CAT6 305m Furukawa,Cabos e Fios,Furukawa,2,893.69,4.69,1703.62,1224.0,28.15,Boleto,45,Faturado
PED-108536,2025-05-06,AUR-0003,Construbase S/A,V004,Roberto Almeida,SP-Capital,CABO-0009,Cabo de Rede CAT6 305m Furukawa,Cabos e Fios,Furukawa,1,919.85,4.47,878.7,612.0,30.35,Boleto,30,Faturado
PED-108536,2025-05-06,AUR-0003,Construbase S/A,V004,Roberto Almeida,SP-Capital,LED-0014,Lâmpada LED Bulbo 12W E27 Empalux,Iluminação LED,Empalux,16,18.65,4.35,285.37,175.47,38.51,Boleto,30,Faturado
PED-108537,2025-05-06,AUR-0278,Fernando Oliveira Engenharia Ltda,V003,Patricia Yoshida,SP-Capital,CABO-0006,Cabo Coaxial RG6 100m Furukawa,Cabos e Fios,Furukawa,2,261.26,3.68,503.28,356.0,29.26,PIX,0,Faturado
PED-108537,2025-05-06,AUR-0278,Fernando Oliveira Engenharia Ltda,V003,Patricia Yoshida,SP-Capital,INFRA-0033,Caixa de Passagem 200x200x100 PVC,Automação e Infra,Tramontina,6,81.8,2.12,480.39,289.2,39.8,Boleto,30,Faturado
PED-108538,2025-05-06,AUR-0036,GreenLight Soluções ME,V001,Carla Mendes,SP-Capital,INFRA-0033,Caixa de Passagem 200x200x100 PVC,Automação e Infra,Tramontina,2,81.53,2.36,159.2,96.4,39.45,PIX,28,Faturado
PED-108539,2025-05-06,AUR-0081,Roberto Pereira Construções Ltda,V001,Carla Mendes,SP-Capital,QDR-0024,Disjuntor Monopolar 25A Curva C Steck,Quadros e Disjuntores,Steck,1,18.82,3.48,18.16,11.8,35.02,Cartão,28,Faturado
PED-108539,2025-05-06,AUR-0081,Roberto Pereira Construções Ltda,V001,Carla Mendes,SP-Capital,INFRA-0039,Câmera IP Bullet 2MP Intelbras,Automação e Infra,Intelbras,5,465.9,1.23,2300.78,1560.0,32.2,Boleto,30,Faturado
PED-108539,2025-05-06,AUR-0081,Roberto Pereira Construções Ltda,V001,Carla Mendes,SP-Capital,INFRA-0036,Interruptor Simples Tramontina Linha Lux,Automação e Infra,Tramontina,14,15.95,2.84,216.89,137.2,36.74,Cartão,28,Faturado
PED-108540,2025-05-06,AUR-0009,Plaza Empreendimentos & Cia,V007,Diego Salgueiro,Sul-MG,QDR-0025,Disjuntor Bipolar 40A Curva C Steck,Quadros e Disjuntores,Steck,5,62.46,5.76,294.31,192.0,34.76,PIX,45,Faturado
PED-108540,2025-05-06,AUR-0009,Plaza Empreendimentos & Cia,V007,Diego Salgueiro,Sul-MG,INFRA-0032,Eletroduto Rígido 25mm 3m Tigre,Automação e Infra,Tigre,8,37.49,2.94,291.13,198.4,31.85,Boleto,60,Faturado
PED-108541,2025-05-06,AUR-0345,Patrícia Almeida Materiais Elétricos Ltda,V005,João Bittencourt,Interior-SP,INFRA-0039,Câmera IP Bullet 2MP Intelbras,Automação e Infra,Intelbras,1,452.81,1.0,448.27,312.0,30.4,PIX,30,Faturado
PED-108542,2025-05-06,AUR-0147,Patrícia Almeida Materiais Elétricos Ltda,V003,Patricia Yoshida,SP-Capital,CABO-0005,"Cabo PP 3x2,5mm² 100m Cobrecom",Cabos e Fios,Cobrecom,3,311.88,1.9,917.84,655.2,28.62,PIX,0,Faturado
PED-108542,2025-05-06,AUR-0147,Patrícia Almeida Materiais Elétricos Ltda,V003,Patricia Yoshida,SP-Capital,LED-0018,Fita LED 5m IP65 12V Stella,Iluminação LED,Stella,17,63.77,1.77,1064.93,757.63,28.86,PIX,30,Faturado
PED-108543,2025-05-06,AUR-0377,Vanessa Costa Materiais Elétricos Ltda,V005,João Bittencourt,Interior-SP,INFRA-0034,Eletrocalha Lisa 100x50x3000 Cemar,Automação e Infra,Cemar,7,137.66,2.24,942.06,618.8,34.31,Cartão,28,Faturado
PED-108543,2025-05-06,AUR-0377,Vanessa Costa Materiais Elétricos Ltda,V005,João Bittencourt,Interior-SP,QDR-0026,Disjuntor Tripolar 63A Curva C Schneider,Quadros e Disjuntores,Schneider,18,189.22,1.69,3348.45,2232.0,33.34,Boleto,0,Faturado
PED-108544,2025-05-06,AUR-0229,Ana Silva Construções Ltda,V001,Carla Mendes,SP-Capital,QDR-0026,Disjuntor Tripolar 63A Curva C Schneider,Quadros e Disjuntores,Schneider,6,193.48,5.84,1093.1,744.0,31.94,PIX,60,Faturado
PED-108544,2025-05-06,AUR-0229,Ana Silva Construções Ltda,V001,Carla Mendes,SP-Capital,LED-0016,Refletor LED 100W IP65 Avant,Iluminação LED,Avant,13,175.56,5.43,2158.35,1704.73,21.02,Boleto,45,Faturado
PED-108544,2025-05-06,AUR-0229,Ana Silva Construções Ltda,V001,Carla Mendes,SP-Capital,QDR-0029,DPS Classe II 275V 20kA Clamper,Quadros e Disjuntores,Clamper,2,50.69,5.62,95.69,56.8,40.64,PIX,45,Faturado
PED-108545,2025-05-06,AUR-0280,Juliana Almeida Comércio Elétrico Ltda,V005,João Bittencourt,Interior-SP,LED-0015,Refletor LED 50W IP65 Avant,Iluminação LED,Avant,12,99.68,3.39,1155.62,898.8,22.22,Cartão,30,Faturado
PED-108545,2025-05-06,AUR-0280,Juliana Almeida Comércio Elétrico Ltda,V005,João Bittencourt,Interior-SP,QDR-0023,Disjuntor Monopolar 10A Curva C Steck,Quadros e Disjuntores,Steck,5,18.5,0.31,92.19,56.0,39.26,PIX,15,Faturado
PED-108545,2025-05-06,AUR-0280,Juliana Almeida Comércio Elétrico Ltda,V005,João Bittencourt,Interior-SP,QDR-0029,DPS Classe II 275V 20kA Clamper,Quadros e Disjuntores,Clamper,17,47.19,1.05,793.79,482.8,39.18,Cartão,15,Faturado
PED-108546,2025-05-06,AUR-0110,Juliana Pereira Engenharia Ltda,V007,Diego Salgueiro,Sul-MG,CABO-0010,Cabo Solar 6mm² 100m Solfio,Cabos e Fios,Solfio,3,526.54,2.17,1545.28,1162.8,24.75,Cartão,30,Faturado
PED-108546,2025-05-06,AUR-0110,Juliana Pereira Engenharia Ltda,V007,Diego Salgueiro,Sul-MG,QDR-0028,DR Tetrapolar 30mA 40A Schneider,Quadros e Disjuntores,Schneider,8,442.75,0.54,3523.05,2296.0,34.83,PIX,30,Faturado
PED-108546,2025-05-06,AUR-0110,Juliana Pereira Engenharia Ltda,V007,Diego Salgueiro,Sul-MG,QDR-0025,Disjuntor Bipolar 40A Curva C Steck,Quadros e Disjuntores,Steck,12,60.41,1.15,716.64,460.8,35.7,Cartão,28,Faturado
PED-108546,2025-05-06,AUR-0110,Juliana Pereira Engenharia Ltda,V007,Diego Salgueiro,Sul-MG,LED-0017,Spot LED 5W Embutir Empalux,Iluminação LED,Empalux,17,13.87,2.38,230.11,170.57,25.87,Boleto,30,Faturado
PED-108546,2025-05-06,AUR-0110,Juliana Pereira Engenharia Ltda,V007,Diego Salgueiro,Sul-MG,LED-0020,Plafon LED 24W 6500K,Iluminação LED,Importado-CN,17,74.44,1.32,1248.74,848.87,32.02,Cartão,28,Faturado
PED-108547,2025-05-06,AUR-0206,Vanessa Rodrigues Engenharia Ltda,V001,Carla Mendes,SP-Capital,LED-0014,Lâmpada LED Bulbo 12W E27 Empalux,Iluminação LED,Empalux,18,17.6,0.77,314.28,197.4,37.19,PIX,15,Faturado
PED-108547,2025-05-06,AUR-0206,Vanessa Rodrigues Engenharia Ltda,V001,Carla Mendes,SP-Capital,INFRA-0031,"Eletroduto Flexível 3/4"" 50m Tigre",Automação e Infra,Tigre,4,120.51,3.9,463.24,313.6,32.3,PIX,15,Faturado
PED-108547,2025-05-06,AUR-0206,Vanessa Rodrigues Engenharia Ltda,V001,Carla Mendes,SP-Capital,INFRA-0039,Câmera IP Bullet 2MP Intelbras,Automação e Infra,Intelbras,11,459.87,3.49,4881.95,3432.0,29.7,Cartão,30,Faturado
PED-108548,2025-05-07,AUR-0001,Vipar Engenharia Ltda,V001,Carla Mendes,SP-Capital,QDR-0029,DPS Classe II 275V 20kA Clamper,Quadros e Disjuntores,Clamper,73,48.09,5.09,3332.02,2073.2,37.78,Boleto,90,Faturado
PED-108548,2025-05-07,AUR-0001,Vipar Engenharia Ltda,V001,Carla Mendes,SP-Capital,LED-0018,Fita LED 5m IP65 12V Stella,Iluminação LED,Stella,166,66.92,6.39,10398.2,7398.07,28.85,Boleto,60,Faturado
PED-108548,2025-05-07,AUR-0001,Vipar Engenharia Ltda,V001,Carla Mendes,SP-Capital,QDR-0028,DR Tetrapolar 30mA 40A Schneider,Quadros e Disjuntores,Schneider,30,422.29,9.94,11409.14,8610.0,24.53,Boleto,60,Faturado
PED-108548,2025-05-07,AUR-0001,Vipar Engenharia Ltda,V001,Carla Mendes,SP-Capital,LED-0019,Luminária Pendente LED 24W,Iluminação LED,Importado-CN,57,135.92,8.73,7071.08,5187.0,26.64,Boleto,75,Faturado
PED-108548,2025-05-07,AUR-0001,Vipar Engenharia Ltda,V001,Carla Mendes,SP-Capital,LED-0014,Lâmpada LED Bulbo 12W E27 Empalux,Iluminação LED,Empalux,55,17.96,4.41,944.29,603.17,36.12,Boleto,45,Faturado
PED-108549,2025-05-07,AUR-0311,Roberto Santos Construções Ltda,V005,João Bittencourt,Interior-SP,LED-0019,Luminária Pendente LED 24W,Iluminação LED,Importado-CN,12,126.39,1.39,1495.57,1092.0,26.98,Cartão,0,Faturado
PED-108549,2025-05-07,AUR-0311,Roberto Santos Construções Ltda,V005,João Bittencourt,Interior-SP,LED-0014,Lâmpada LED Bulbo 12W E27 Empalux,Iluminação LED,Empalux,14,19.82,1.27,273.99,153.53,43.97,Boleto,30,Faturado
PED-108550,2025-05-07,AUR-0278,Fernando Oliveira Engenharia Ltda,V003,Patricia Yoshida,SP-Capital,LED-0018,Fita LED 5m IP65 12V Stella,Iluminação LED,Stella,7,61.53,3.57,415.35,311.97,24.89,Boleto,15,Faturado
PED-108550,2025-05-07,AUR-0278,Fernando Oliveira Engenharia Ltda,V003,Patricia Yoshida,SP-Capital,LED-0014,Lâmpada LED Bulbo 12W E27 Empalux,Iluminação LED,Empalux,12,19.46,2.46,227.82,131.6,42.24,Boleto,0,Faturado
PED-108550,2025-05-07,AUR-0278,Fernando Oliveira Engenharia Ltda,V003,Patricia Yoshida,SP-Capital,INFRA-0034,Eletrocalha Lisa 100x50x3000 Cemar,Automação e Infra,Cemar,13,127.19,1.38,1630.66,1149.2,29.53,Boleto,28,Faturado
PED-108550,2025-05-07,AUR-0278,Fernando Oliveira Engenharia Ltda,V003,Patricia Yoshida,SP-Capital,QDR-0024,Disjuntor Monopolar 25A Curva C Steck,Quadros e Disjuntores,Steck,3,19.69,0.77,58.62,35.4,39.61,Boleto,28,Faturado
PED-108550,2025-05-07,AUR-0278,Fernando Oliveira Engenharia Ltda,V003,Patricia Yoshida,SP-Capital,LED-0017,Spot LED 5W Embutir Empalux,Iluminação LED,Empalux,1,13.65,0.79,13.54,10.03,25.92,Boleto,30,Faturado
PED-108551,2025-05-07,AUR-0103,Juliana Santos Comércio Elétrico Ltda,V001,Carla Mendes,SP-Capital,QDR-0028,DR Tetrapolar 30mA 40A Schneider,Quadros e Disjuntores,Schneider,19,420.71,2.47,7795.8,5453.0,30.05,Boleto,28,Faturado
PED-108551,2025-05-07,AUR-0103,Juliana Santos Comércio Elétrico Ltda,V001,Carla Mendes,SP-Capital,INFRA-0037,Conector Wago 3 Vias 32A,Automação e Infra,Wago,2,8.83,2.05,17.3,9.6,44.51,PIX,30,Cancelado
PED-108551,2025-05-07,AUR-0103,Juliana Santos Comércio Elétrico Ltda,V001,Carla Mendes,SP-Capital,CABO-0010,Cabo Solar 6mm² 100m Solfio,Cabos e Fios,Solfio,4,575.88,0.24,2297.93,1550.4,32.53,Cartão,28,Faturado
PED-108551,2025-05-07,AUR-0103,Juliana Santos Comércio Elétrico Ltda,V001,Carla Mendes,SP-Capital,CABO-0004,"Cabo PP 3x1,5mm² 100m Cobrecom",Cabos e Fios,Cobrecom,1,218.96,3.58,211.11,142.8,32.36,Boleto,30,Faturado
PED-108552,2025-05-07,AUR-0102,Juliana Rodrigues Instaladora Ltda,V004,Roberto Almeida,SP-Capital,INFRA-0039,Câmera IP Bullet 2MP Intelbras,Automação e Infra,Intelbras,4,456.41,1.49,1798.53,1248.0,30.61,Boleto,28,Faturado
